GENRE ERROR Film 	id = H2        	title = Number Thirteen                                   	year = 1922    	director = Hitchcock           	rating = 0.00	genres = []
GENRE ERROR Film 	id = IDu28     	title = Lawn Dogs                                         	year = 1998    	director = Duigan              	rating = 0.00	genres = []
DUPLICATE   Film 	id = KaK10     	title = Another Way                                       	year = 1982    	director = Makk                	rating = 0.00	genres = [24-Suspense]
GENRE ERROR Film 	id = KaK12     	title = A Very Moral Night                                	year = 1983    	director = Makk                	rating = 0.00	genres = []
GENRE ERROR Film 	id = KaK14     	title = Lily in Love                                      	year = 1984    	director = Makk                	rating = 0.00	genres = []
GENRE ERROR Film 	id = KrK22     	title = Blind Chance                                      	year = 1982    	director = Kieslovski          	rating = 0.00	genres = []
GENRE ERROR Film 	id = KrK25     	title = Decalogue                                         	year = 1988    	director = Kieslovski          	rating = 0.00	genres = []
GENRE ERROR Film 	id = MGA10     	title = Demons in the Garden                              	year = 1982    	director = Aragon              	rating = 0.00	genres = []
GENRE ERROR Film 	id = MRm10     	title = The House on Sorority Row                         	year = 1982    	director = Rosman              	rating = 0.00	genres = []
GENRE ERROR Film 	id = NeJ28     	title = The Butcher Boy                                   	year = 1998    	director = N.Jordan            	rating = 0.00	genres = []
NULL ITEMS  Film 	id = RiB28     	title = Mrs.~Winterbourne                                 	year = 1996    	director = Benjamin            	rating = 0.00	genres = [6-Comedy]
GENRE ERROR Film 	id = RLo5      	title = Full Circle                                       	year = 1982    	director = Loncraine           	rating = 0.00	genres = []
GENRE ERROR Film 	id = RLo11     	title = The Missionary                                    	year = 1982    	director = Loncraine           	rating = 0.00	genres = []
GENRE ERROR Film 	id = SLr10     	title = The Intruder                                      	year = 1982    	director = S.Leroy             	rating = 0.00	genres = []
GENRE ERROR Film 	id = SuS10     	title = Smithereens                                       	year = 1982    	director = S.Seidelman         	rating = 0.00	genres = []
GENRE ERROR Film 	id = SuS14     	title = She-Devil                                         	year = 1986    	director = S.Seidelman         	rating = 0.00	genres = []
NULL ITEMS  Film 	id = SuS16     	title = Making Mr.~Right                                  	year = 1987    	director = S.Seidelman         	rating = 0.00	genres = [18-Romance, 19-Sci-Fi]
GENRE ERROR Film 	id = TeK10     	title = Behind the Mosquito Net                           	year = 1982    	director = Karya               	rating = 0.00	genres = []
GENRE ERROR Film 	id = WLu10     	title = Vigilante                                         	year = 1982    	director = Lustig              	rating = 0.00	genres = []
NULL ITEMS  Film 	id = Z8210     	title = I Married a Shadow                                	year = 1982    	director = UnYear82            	rating = 0.00	genres = [9-Drama]
NULL ITEMS  Film 	id = Z8220     	title = La Vie Continue                                   	year = 1982    	director = UnYear82            	rating = 0.00	genres = []
GENRE ERROR Film 	id = ABz10     	title = Portrait of a Hitman                              	year = 1983    	director = Buckhantz           	rating = 0.00	genres = []
NULL ITEMS  Film 	id = AdL6      	title = Nine 1/2 Weeks                                    	year = 1986    	director = Lyne                	rating = 0.00	genres = [30-Porn, 18-Romance]
GENRE ERROR Film 	id = AHu5      	title = Song of the Exile                                 	year = 1990    	director = Hui                 	rating = 0.00	genres = []
NULL ITEMS  Film 	id = AKa20     	title = La Vie de Boh\`eme                                	year = 1993    	director = Kaurismaki          	rating = 0.00	genres = [9-Drama]
GENRE ERROR Film 	id = BMs10     	title = Mickey's Christmas Carol                          	year = 1983    	director = Mattinsson          	rating = 0.00	genres = []
GENRE ERROR Film 	id = BnG12     	title = Sweet Poison                                      	year = 1991    	director = B.Grant             	rating = 0.00	genres = []
GENRE ERROR Film 	id = BSw10     	title = La Balance                                        	year = 1983    	director = Swaim               	rating = 0.00	genres = []
GENRE ERROR Film 	id = DHi10     	title = Ator the Fighting Eagle                           	year = 1983    	director = Hills               	rating = 0.00	genres = []
GENRE ERROR Film 	id = FOz1      	title = Dark Crystal                                      	year = 1983    	director = Oz                  	rating = 0.00	genres = []
NULL ITEMS  Film 	id = GCh23     	title = Sub Down                                          	year = 1997    	director = Alan~Smithee        	rating = 0.00	genres = [1-Action]
GENRE ERROR Film 	id = GoR2      	title = Powaqqatsi                                        	year = 1988    	director = Reggio              	rating = 0.00	genres = []
GENRE ERROR Film 	id = JJm1      	title = Permanent Vacation                                	year = 1983    	director = Jarmusch            	rating = 0.00	genres = []
GENRE ERROR Film 	id = JJm2      	title = Stranger Than Paradise                            	year = 1984    	director = Jarmusch            	rating = 0.00	genres = []
GENRE ERROR Film 	id = JJm3      	title = Down By Law                                       	year = 1986    	director = Jarmusch            	rating = 0.00	genres = []
GENRE ERROR Film 	id = JKw7      	title = Revenge of the Nerds                              	year = 1984    	director = Kanew               	rating = 0.00	genres = []
NULL ITEMS  Film 	id = JLD10     	title = Un Elephant Ca Trompe Enormement                  	year = 1983    	director = Dabadie             	rating = 0.00	genres = []
GENRE ERROR Film 	id = JcS10     	title = Miles of Smiles, Years of Struggle                	year = 1983    	director = P.Wagner            	rating = 0.00	genres = []
GENRE ERROR Film 	id = LyL1      	title = Testament                                         	year = 1983    	director = Littman             	rating = 0.00	genres = []
GENRE ERROR Film 	id = MCh1      	title = All the Right Moves                               	year = 1983    	director = Chapman             	rating = 0.00	genres = []
GENRE ERROR Film 	id = MCh2      	title = Stranger's Kiss                                   	year = 1984    	director = Chapman             	rating = 0.00	genres = []
GENRE ERROR Film 	id = PB1       	title = The Grey Fox                                      	year = 1983    	director = Borsos              	rating = 0.00	genres = []
GENRE ERROR Film 	id = PGr7      	title = A Zed and Two Naughts                             	year = 1985    	director = Greenaway           	rating = 0.00	genres = []
NULL ITEMS  Film 	id = PGr22     	title = 8 1/2 Women                                       	year = 1999    	director = Greenaway           	rating = 0.00	genres = [41-Kinky]
GENRE ERROR Film 	id = RbR17     	title = The American President                            	year = 1995    	director = R.Reiner            	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDi10     	title = Deathgames                                        	year = 1983    	director = Dimsey              	rating = 0.00	genres = []
GENRE ERROR Film 	id = RDu10     	title = Angelo My Love                                    	year = 1983    	director = Duvall              	rating = 0.00	genres = []
