No. of Films read '7958'.
Film 	id = HCP6      	title = The Story of Vernon and Irene Castle              	year = 1939    	director = H.Potter            	rating = 0.00	genres = [5-Biography, 15-Musical]
Film 	id = ADA10     	title = The Memory of the Other                           	year = 1914    	director = DegliAbbati         	rating = 0.00	genres = [6-Comedy]
Film 	id = MSz25     	title = Livin' Large!                                     	year = 1991    	director = Schultz             	rating = 0.00	genres = [6-Comedy]
Film 	id = RMY10     	title = Short Eyes                                        	year = 1977    	director = R.M.Young           	rating = 0.00	genres = [8-Documentary]
Film 	id = DWG27     	title = Enoch Arden                                       	year = 1911    	director = Griffith            	rating = 0.00	genres = [9-Drama]
Film 	id = RWg13     	title = Je suis le seignur du chateau                     	year = 196     	director = Wargnier            	rating = 0.00	genres = [9-Drama]
Film 	id = RWg14     	title = Une femme francaise                               	year = 1997    	director = Wargnier            	rating = 0.00	genres = [9-Drama]
Film 	id = RWg16     	title = East-West                                         	year = 1999    	director = Wargnier            	rating = 0.00	genres = [9-Drama]
Film 	id = RWg10     	title = Indochine                                         	year = 1993    	director = Wargnier            	rating = 0.00	genres = [9-Drama, 18-Romance]
Film 	id = RWg12     	title = La Femme de ma Vie                                	year = 1995    	director = Wargnier            	rating = 0.00	genres = [9-Drama]
Film 	id = MSz11     	title = Greased Lightning                                 	year = 1977    	director = Schultz             	rating = 0.00	genres = [5-Biography]
Film 	id = DWG11     	title = The Curtain Pole                                  	year = 1909    	director = Griffith            	rating = 0.00	genres = [6-Comedy]
Film 	id = PFr10     	title = Dumb and Dumber                                   	year = 1994    	director = Farrelly            	rating = 0.00	genres = [6-Comedy]
Film 	id = DWG10     	title = The Life of Edgar Allen Poe                       	year = 1909    	director = Griffith            	rating = 0.00	genres = [5-Biography]
Film 	id = PFr12     	title = Kingpin                                           	year = 1996    	director = Bobby Farrelley     	rating = 0.00	genres = [6-Comedy]
Film 	id = MSz10     	title = Which Way is Up?                                  	year = 1977    	director = Schultz             	rating = 0.00	genres = [6-Comedy]
Film 	id = DWG15     	title = Song of the Wildwood Flute                        	year = 1910    	director = Griffith            	rating = 0.00	genres = [25-West]
Film 	id = RiB1      	title = My Favourite Year                                 	year = 1982    	director = Benjamin            	rating = 0.00	genres = [6-Comedy]
Film 	id = ToH3      	title = Eaten Alive                                       	year = 1976    	director = T.Hooper            	rating = 0.00	genres = [13-Horror]
Film 	id = MVP43     	title = New Jack City                                     	year = 1991    	director = MlVanPeebles        	rating = 0.00	genres = [9-Drama]
Film 	id = ToH1      	title = The Texas Chain Saw Massacre                      	year = 1974    	director = T.Hooper            	rating = 0.00	genres = [13-Horror]
Film 	id = MGo5      	title = Antonia's Line                                    	year = 1996    	director = Gorris              	rating = 0.00	genres = [9-Drama]
Film 	id = GeO10     	title = The Bitch                                         	year = 1979    	director = OHara               	rating = 0.00	genres = [3-Adventure]
Film 	id = EPy5      	title = Sugar Cane Alley                                  	year = 1984    	director = Palcy               	rating = 0.00	genres = [9-Drama]
Film 	id = PFr15     	title = There's Something About Mary                      	year = 1998    	director = Farrelly            	rating = 0.00	genres = [28-Romantic Comedy]
Film 	id = PFr17     	title = Me, Myself and Irene                              	year = 2000    	director = Farrelly            	rating = 0.00	genres = [18-Romance, 6-Comedy]
Film 	id = MVP47     	title = Vroom!                                            	year = 1993    	director = MlVanPeebles        	rating = 0.00	genres = [18-Romance]
Film 	id = GiC3      	title = I Never Sang for my Father                        	year = 1968    	director = Cates               	rating = 0.00	genres = [9-Drama]
Film 	id = PCz30     	title = Dreaming Lips                                     	year = 1937    	director = Czinner             	rating = 0.00	genres = [18-Romance, 9-Drama]
Film 	id = NJu9      	title = Attack of the 50-foot Woman                       	year = 1957    	director = Juran               	rating = 0.00	genres = [11-Fantasy]
Film 	id = DMy5      	title = The Last Broadcast                                	year = 1998    	director = Myrick              	rating = 0.00	genres = [13-Horror]
Film 	id = ToK1      	title = Swoon                                             	year = 1992    	director = Kalin               	rating = 0.00	genres = [5-Biography]
Film 	id = WW30      	title = Counsellor at Law                                 	year = 1933    	director = Wyler               	rating = 0.00	genres = [9-Drama]
Film 	id = BRf20     	title = The Postman Always Rings Twice                    	year = 1981    	director = Rafelson            	rating = 0.00	genres = [1-Action]
Film 	id = RiD1      	title = The Schartz-Metterklume Method                    	year = 1960    	director = Dunlap              	rating = 0.00	genres = [24-Suspense]
Film 	id = PeJ10     	title = Dead Alive                                        	year = 1993    	director = PeterJackson        	rating = 0.00	genres = [6-Comedy, 13-Horror]
Film 	id = DLi10     	title = Swingers                                          	year = 1996    	director = Liman               	rating = 0.00	genres = [18-Romance]
Film 	id = ToP10     	title = Testimony                                         	year = 1987    	director = Palmer              	rating = 0.00	genres = [5-Biography]
Film 	id = HlH2      	title = Trust                                             	year = 1991    	director = Hartley             	rating = 0.00	genres = [29-Noir]
Film 	id = VGa12     	title = The Brown Bunny                                   	year = 2004    	director = Gallo               	rating = 0.00	genres = [6-Comedy]
Film 	id = HlH1      	title = The Unbelievable Truth                            	year = 1990    	director = Hartley             	rating = 0.00	genres = [29-Noir]
Film 	id = SLa30     	title = Sorrowful Jones                                   	year = 1949    	director = Lanfield            	rating = 0.00	genres = [6-Comedy, 9-Drama]
Film 	id = DWi10     	title = Silver Dream Racer                                	year = 1983    	director = Wickes              	rating = 0.00	genres = [9-Drama]
Film 	id = VGa10     	title = Buffalo '66                                       	year = 1998    	director = Gallo               	rating = 0.00	genres = [6-Comedy]
Film 	id = BRf38     	title = Blood and Wine                                    	year = 1997    	director = Rafelson            	rating = 0.00	genres = [24-Suspense]
Film 	id = RvP13     	title = City of Lost Souls                                	year = 1983    	director = vonPraunheim        	rating = 0.00	genres = [9-Drama]
Film 	id = HlH9      	title = Henry Fool                                        	year = 1998    	director = Hartley             	rating = 0.00	genres = [9-Drama]
Film 	id = BRf30     	title = Mountains of the Moon                             	year = 1990    	director = Rafelson            	rating = 0.00	genres = [3-Adventure, 5-Biography]
