No of Films read '8183'.
Film 	id = H1        	title = Always Tell Your Wife                             	year = 1922    	director = Hitchcock           	rating = 0.00	genres = ['Dram', ]
Film 	id = AlG11     	title = Dracula A.D. 1972                                 	year = 1972    	director = A.Gibson            	rating = 0.00	genres = ['Horr', ]
Film 	id = ATe10     	title = Scene of the Crime                                	year = 1987    	director = Techine             	rating = 0.00	genres = ['Romt', , 'Susp', ]
Film 	id = ATe20     	title = Les Voleurs                                       	year = 1996    	director = Techine             	rating = 0.00	genres = ['Susp', ]
Film 	id = ATe22     	title = Alice et Martin                                   	year = 1998    	director = Techine             	rating = 0.00	genres = ['Dram', ]
Film 	id = BGH9      	title = Where Eagles Dare                                 	year = 1969    	director = B.Hutton            	rating = 0.00	genres = ['Actn', ]
Film 	id = BGH10     	title = Kelly's Heroes                                    	year = 1970    	director = B.Hutton            	rating = 0.00	genres = ['Actn', ]
Film 	id = BGH20     	title = First Deadly Sin                                  	year = 1980    	director = B.Hutton            	rating = 0.00	genres = ['Actn', ]
Film 	id = BGH26     	title = High Road to China                                	year = 1983    	director = B.Hutton            	rating = 0.00	genres = ['Advt', ]
Film 	id = BSc7      	title = General Idi Amin                                  	year = 1974    	director = Schroeder           	rating = 0.00	genres = ['Docu', ]
Film 	id = BSc11     	title = Koko, the Talking Gorilla                         	year = 1977    	director = Schroeder           	rating = 0.00	genres = ['Docu', ]
Film 	id = BSc20     	title = Barfly                                            	year = 1987    	director = Schroeder           	rating = 0.00	genres = ['BioP ', ]
Film 	id = BSc25     	title = Reversal of Fortune                               	year = 1990    	director = Schroeder           	rating = 0.00	genres = ['BioP', ]
Film 	id = BSc28     	title = Single White Female                               	year = 1992    	director = Schroeder           	rating = 0.00	genres = ['Susp', ]
Film 	id = BSc40     	title = Before and After                                  	year = 1996    	director = Schroeder           	rating = 0.00	genres = ['Dram', ]
Film 	id = CAm5      	title = Jeanne Dielman                                    	year = 1969    	director = Akerman             	rating = 0.00	genres = ['AvGa', ]
Film 	id = CAm7      	title = 23 Quai du Commerce                               	year = 1970    	director = Akerman             	rating = 0.00	genres = ['AvGa', ]
Film 	id = CAm12     	title = News From Home                                    	year = 1976    	director = Akerman             	rating = 0.00	genres = ['Docu', ]
Film 	id = CAm25     	title = D'Est                                             	year = 1993    	director = Akerman             	rating = 0.00	genres = ['Docu', ]
Film 	id = CAm30     	title = A Couch in New York                               	year = 1998    	director = Akerman             	rating = 0.00	genres = ['Romt', ]
Film 	id = DCa5      	title = Performance                                       	year = 1969    	director = Roeg                	rating = 0.00	genres = ['Actn', ]
Film 	id = DCa10     	title = Demon Seed                                        	year = 1977    	director = Cammell             	rating = 0.00	genres = ['ScFi', ]
Film 	id = DHo18     	title = Out of the Blue                                   	year = 1982    	director = D.Hopper            	rating = 0.00	genres = ['Dram', ]
Film 	id = HbR4      	title = Play it Again, Sam                                	year = 1972    	director = H.Ross              	rating = 0.00	genres = ['Comd', ]
Film 	id = HbR5      	title = The Last of Sheila                                	year = 1973    	director = H.Ross              	rating = 0.00	genres = ['Myst', ]
Film 	id = HbR6      	title = Funny Lady                                        	year = 1975    	director = H.Ross              	rating = 0.00	genres = ['Comd', ]
Film 	id = HbR8      	title = The Seven-Per-Cent Solution                       	year = 1976    	director = H.Ross              	rating = 0.00	genres = ['Myst', ]
Film 	id = HbR9      	title = The Turning Point                                 	year = 1977    	director = H.Ross              	rating = 0.00	genres = ['Dram', ]
Film 	id = HbR10     	title = California Suite                                  	year = 1978    	director = H.Ross              	rating = 0.00	genres = ['Comd', ]
Film 	id = HbR17     	title = Pennies from Heaven                               	year = 1981    	director = H.Ross              	rating = 0.00	genres = ['Musc', ]
Film 	id = HbR21     	title = Footloose                                         	year = 1984    	director = H.Ross              	rating = 0.00	genres = ['Dram', ]
Film 	id = HbR22     	title = Protocol                                          	year = 1984    	director = H.Ross              	rating = 0.00	genres = ['Dram', ]
Film 	id = HbR30     	title = Steel Magnolias                                   	year = 1989    	director = H.Ross              	rating = 0.00	genres = ['Romt', , 'Dram', ]
Film 	id = HbR31     	title = Straight Talk                                     	year = 1992    	director = H.Ross              	rating = 0.00	genres = ['Romt', , 'Dram', ]
Film 	id = HbR32     	title = Undercover Blues                                  	year = 1994    	director = H.Ross              	rating = 0.00	genres = ['Romt', , 'CnRb', ]
Film 	id = HbR34     	title = Boys on The Side                                  	year = 1995    	director = H.Ross              	rating = 0.00	genres = ['Comd', ]
Film 	id = HJL10     	title = The Candy Man                                     	year = 1969    	director = Leder               	rating = 0.00	genres = ['Susp', ]
Film 	id = IDx5      	title = The Virgin Soldiers                               	year = 1969    	director = Dexter              	rating = 0.00	genres = ['Comd', ]
Film 	id = IDx10     	title = Pidgeons                                          	year = 1971    	director = Dexter              	rating = 0.00	genres = ['Dram', ]
Film 	id = IWa1      	title = Mondo Trasho                                      	year = 1969    	director = Waters              	rating = 0.00	genres = ['Docu', , 'Horr', ]
Film 	id = IWa2      	title = Multiple Maniacs                                  	year = 1970    	director = Waters              	rating = 0.00	genres = ['Horr', , 'Porn', ]
Film 	id = IWa7      	title = Pink Flamingos                                    	year = 1972    	director = Waters              	rating = 0.00	genres = ['Porn', ]
Film 	id = IWa10     	title = Female Trouble                                    	year = 1974    	director = Waters              	rating = 0.00	genres = ['Horr', , 'Porn', ]
Film 	id = IWa14     	title = Desparate Living                                  	year = 1977    	director = Waters              	rating = 0.00	genres = ['Horr', , 'Porn', ]
Film 	id = IWa20     	title = Polyester                                         	year = 1981    	director = Waters              	rating = 0.00	genres = ['Horr', , 'Porn', ]
Film 	id = IWa30     	title = Hairspray                                         	year = 1988    	director = Waters              	rating = 0.00	genres = ['Musc', , 'Comd', ]
Film 	id = IWa35     	title = Cry-Baby                                          	year = 1990    	director = Waters              	rating = 0.00	genres = ['Weird', ]
Film 	id = IWa40     	title = Serial Mom                                        	year = 1993    	director = Waters              	rating = 0.00	genres = ['Comd', , 'Noir', ]
Film 	id = JAu8      	title = The Women                                         	year = 1969    	director = Aurel               	rating = 0.00	genres = ['Comd', , 'Porn', ]
Film 	id = LPe3      	title = Goodbye, Columbus                                 	year = 1969    	director = Peerce              	rating = 0.00	genres = ['Romt', ]
Film 	id = LPe7      	title = Ash Wednesday                                     	year = 1973    	director = Peerce              	rating = 0.00	genres = ['Dram', ]
Film 	id = LPe15     	title = Love Child                                        	year = 1982    	director = Peerce              	rating = 0.00	genres = ['Dram', ]
Film 	id = MkK10     	title = Berkeley in the Sixties                           	year = 1969    	director = Kitchell            	rating = 0.00	genres = ['Docu', ]
